,Date,Home,Away,Bet
1524,2016-03-18,Aldosivi,San Martin S.J.,H
1525,2016-03-18,Arsenal Sarandi,Gimnasia L.P.,D
1526,2016-03-19,Estudiantes L.P.,Defensa y Justicia,H
1527,2016-03-19,Belgrano,Velez Sarsfield,H
1528,2016-03-19,Colon Santa FE,Union de Santa Fe,H
1529,2016-03-19,Argentinos Jrs,Atl. Tucuman,D
1530,2016-03-19,Godoy Cruz,Olimpo Bahia Blanca,H
1531,2016-03-19,Independiente,Patronato,H
1532,2016-03-20,Quilmes,San Lorenzo,A
1533,2016-03-20,River Plate,Banfield,H
1534,2016-03-20,Huracan,Temperley,H
1535,2016-03-20,Lanus,Boca Juniors,D
1536,2016-03-21,Rosario Central,Sarmiento Junin,H
1537,2016-03-22,Atl. Rafaela,Racing Club,A
1538,2016-03-22,Tigre,Newells Old Boys,H
1539,2016-03-24,Huracan,Aldosivi,H
1540,2016-03-28,Velez Sarsfield,Quilmes,H
1541,2016-03-29,Argentinos Jrs,Huracan,A
1542,2016-01-04,Atl. Tucuman,Huracan,H
1543,2016-02-04,Olimpo Bahia Blanca,Rosario Central,D
1544,2016-02-04,Temperley,Estudiantes L.P.,A
1545,2016-02-04,Racing Club,Tigre,H
1546,2016-02-04,Boca Juniors,Atl. Rafaela,H
1547,2016-03-04,Banfield,Colon Santa FE,H
1548,2016-03-04,Patronato,River Plate,D
1549,2016-03-04,Newells Old Boys,Aldosivi,H
1550,2016-03-04,San Lorenzo,Belgrano,H
1551,2016-03-04,San Martin S.J.,Argentinos Jrs,H
1552,2016-03-04,Defensa y Justicia,Arsenal Sarandi,H
1553,2016-03-04,Velez Sarsfield,Godoy Cruz,D
1554,2016-04-04,Sarmiento Junin,Independiente,A
1555,2016-05-04,Gimnasia L.P.,Quilmes,H
1556,2016-05-04,Union de Santa Fe,Lanus,D
1557,2016-09-04,Colon Santa FE,Patronato,H
1558,2016-09-04,Godoy Cruz,San Lorenzo,D
1559,2016-09-04,Huracan,San Martin S.J.,H
1560,2016-09-04,Defensa y Justicia,Temperley,H
1561,2016-09-04,River Plate,Sarmiento Junin,H
1562,2016-10-04,Independiente,Olimpo Bahia Blanca,H
1563,2016-10-04,Banfield,Lanus,D
1564,2016-10-04,Argentinos Jrs,Newells Old Boys,D
1565,2016-10-04,Aldosivi,Racing Club,D
1566,2016-10-04,Rosario Central,Velez Sarsfield,H
1567,2016-11-04,Belgrano,Gimnasia L.P.,D
1568,2016-11-04,Tigre,Boca Juniors,D
1569,2016-11-04,Atl. Rafaela,Union de Santa Fe,D
1570,2016-11-04,Quilmes,Arsenal Sarandi,D
1571,2016-12-04,Estudiantes L.P.,Atl. Tucuman,H
1572,2016-04-15,Sarmiento Junin,Colon Santa FE,D
1573,2016-04-16,Gimnasia L.P.,Godoy Cruz,H
1574,2016-04-16,Lanus,Atl. Rafaela,H
1575,2016-04-16,Atl. Tucuman,Defensa y Justicia,D
1576,2016-04-16,Newells Old Boys,Huracan,H
1577,2016-04-16,Boca Juniors,Aldosivi,H
1578,2016-04-16,Union de Santa Fe,Tigre,D
1579,2016-04-17,Racing Club,Argentinos Jrs,H
1580,2016-04-17,San Lorenzo,Rosario Central,H
1581,2016-04-17,San Martin S.J.,Estudiantes L.P.,D
1582,2016-04-17,Temperley,Quilmes,D
1583,2016-04-17,Velez Sarsfield,Independiente,A
1584,2016-04-18,Olimpo Bahia Blanca,River Plate,D
1585,2016-04-18,Patronato,Banfield,H
1586,2016-04-18,Arsenal Sarandi,Belgrano,D
1587,2016-04-22,Atl. Rafaela,Patronato,D
1588,2016-04-23,Olimpo Bahia Blanca,Aldosivi,H
1589,2016-04-23,Velez Sarsfield,Argentinos Jrs,H
1590,2016-04-23,Union de Santa Fe,Colon Santa FE,D
1591,2016-04-23,Arsenal Sarandi,Defensa y Justicia,D
1592,2016-04-23,San Lorenzo,Huracan,H
1593,2016-04-23,Godoy Cruz,San Martin S.J.,H
1594,2016-04-23,Lanus,Banfield,H
1595,2016-04-24,Gimnasia L.P.,Estudiantes L.P.,D
1596,2016-04-24,Newells Old Boys,Rosario Central,D
1597,2016-04-24,Boca Juniors,River Plate,H
1598,2016-04-24,Racing Club,Independiente,D
1599,2016-04-25,Belgrano,Atl. Tucuman,D
1600,2016-04-25,Tigre,Sarmiento Junin,H
1601,2016-04-26,Quilmes,Temperley,D
1602,2016-04-29,Aldosivi,Union de Santa Fe,H
1603,2016-04-29,Estudiantes L.P.,Newells Old Boys,H
1604,2016-04-30,Colon Santa FE,Olimpo Bahia Blanca,H
1605,2016-04-30,Patronato,Atl. Rafaela,H
1606,2016-04-30,Independiente,San Lorenzo,H
1607,2016-04-30,Belgrano,Quilmes,H
1608,2016-04-30,River Plate,Velez Sarsfield,H
1609,2016-04-30,Godoy Cruz,Arsenal Sarandi,H
1610,2016-04-30,Huracan,Racing Club,D
1611,2016-04-30,Defensa y Justicia,San Martin S.J.,H
1612,2016-01-05,Argentinos Jrs,Boca Juniors,D
1613,2016-02-05,Rosario Central,Gimnasia L.P.,D
1614,2016-02-05,Tigre,Lanus,A
1615,2016-03-05,Temperley,Atl. Tucuman,D
1616,2016-04-05,Banfield,Sarmiento Junin,H
1617,2016-06-05,Union de Santa Fe,Argentinos Jrs,D
1618,2016-07-05,Quilmes,Godoy Cruz,D
1619,2016-07-05,Newells Old Boys,Defensa y Justicia,D
1620,2016-07-05,San Martin S.J.,Temperley,H
1621,2016-07-05,Velez Sarsfield,Colon Santa FE,D
1622,2016-07-05,San Lorenzo,River Plate,H
1623,2016-08-05,Racing Club,Estudiantes L.P.,D
1624,2016-08-05,Arsenal Sarandi,Rosario Central,H
1625,2016-08-05,Lanus,Aldosivi,H
1626,2016-08-05,Atl. Tucuman,Belgrano,H
1627,2016-08-05,Boca Juniors,Huracan,H
1628,2016-09-05,Atl. Rafaela,Tigre,D
1629,2016-09-05,Gimnasia L.P.,Independiente,D
1630,2016-09-05,Olimpo Bahia Blanca,Banfield,D
1631,2016-10-05,Sarmiento Junin,Patronato,H
1632,2016-05-13,Huracan,Union de Santa Fe,H
1633,2016-05-14,Atl. Tucuman,San Martin S.J.,H
1634,2016-05-14,Defensa y Justicia,Racing Club,D
1635,2016-05-14,Colon Santa FE,San Lorenzo,A
1636,2016-05-14,Godoy Cruz,Belgrano,H
1637,2016-05-14,River Plate,Gimnasia L.P.,H
1638,2016-05-15,Independiente,Arsenal Sarandi,H
1639,2016-05-15,Argentinos Jrs,Lanus,D
1640,2016-05-15,Sarmiento Junin,Tigre,H
1641,2016-05-15,Temperley,Newells Old Boys,H
1642,2016-05-15,Aldosivi,Atl. Rafaela,H
1643,2016-05-15,Rosario Central,Quilmes,H
1644,2016-05-16,Estudiantes L.P.,Boca Juniors,H
1645,2016-05-16,Patronato,Olimpo Bahia Blanca,H
1646,2016-05-17,Banfield,Velez Sarsfield,D
1647,2016-05-21,Arsenal Sarandi,River Plate,A
1648,2016-05-21,Tigre,Aldosivi,H
1649,2016-05-21,Atl. Rafaela,Argentinos Jrs,D
1650,2016-05-21,Olimpo Bahia Blanca,Sarmiento Junin,D
1651,2016-05-21,Racing Club,Temperley,H
1652,2016-05-22,Quilmes,Independiente,A
1653,2016-05-22,Velez Sarsfield,Patronato,D
1654,2016-05-22,San Lorenzo,Banfield,H
1655,2016-05-22,San Martin S.J.,Godoy Cruz,A
1656,2016-05-22,Boca Juniors,Defensa y Justicia,D
1657,2016-05-22,Newells Old Boys,Atl. Tucuman,D
1658,2016-05-22,Union de Santa Fe,Estudiantes L.P.,A
1659,2016-05-23,Lanus,Huracan,H
1660,2016-05-23,Belgrano,Rosario Central,D
1661,2016-05-24,Gimnasia L.P.,Colon Santa FE,H
1662,2016-05-28,Godoy Cruz,Estudiantes L.P.,A
1663,2016-05-29,San Lorenzo,Lanus,D
1664,2016-08-26,Sarmiento Junin,Arsenal Sarandi,D
1665,2016-08-27,Godoy Cruz,Huracan,H
1666,2016-08-27,Gimnasia L.P.,Velez Sarsfield,H
1667,2016-08-27,Rosario Central,Defensa y Justicia,H
1668,2016-08-27,Racing Club,Talleres Cordoba,H
1669,2016-08-27,Atl. Tucuman,Atl. Rafaela,H
1670,2016-08-28,San Lorenzo,San Martin S.J.,H
1671,2016-08-28,Tigre,Estudiantes L.P.,D
1672,2016-08-28,Quilmes,Newells Old Boys,D
1673,2016-08-28,Belgrano,Independiente,D
1674,2016-08-28,Union de Santa Fe,Olimpo Bahia Blanca,H
1675,2016-08-28,River Plate,Banfield,H
1676,2016-08-29,Lanus,Boca Juniors,D
1677,2016-08-29,Aldosivi,Colon Santa FE,D
1678,2016-08-30,Temperley,Patronato,D
1679,2016-09-09,Patronato,Gimnasia L.P.,D
1680,2016-10-09,Huracan,Quilmes,H
1681,2016-10-09,Olimpo Bahia Blanca,Lanus,D
1682,2016-10-09,Banfield,Colon Santa FE,D
1683,2016-10-09,San Martin S.J.,Racing Club,D
1684,2016-10-09,Union de Santa Fe,Aldosivi,H
1685,2016-10-09,Defensa y Justicia,San Lorenzo,D
1686,2016-11-09,Independiente,Godoy Cruz,H
1687,2016-11-09,Newells Old Boys,Tigre,H
1688,2016-11-09,Velez Sarsfield,Rosario Central,D
1689,2016-11-09,Estudiantes L.P.,Sarmiento Junin,H
1690,2016-11-09,Boca Juniors,Belgrano,H
1691,2016-12-09,Talleres Cordoba,River Plate,A
1692,2016-12-09,Arsenal Sarandi,Atl. Tucuman,D
1693,2016-09-13,Atl. Rafaela,Temperley,D
1694,2016-09-17,Colon Santa FE,Talleres Cordoba,H
1695,2016-09-17,Lanus,Union de Santa Fe,H
1696,2016-09-17,San Lorenzo,Velez Sarsfield,H
1697,2016-09-17,Rosario Central,Patronato,H
1698,2016-09-17,Aldosivi,Banfield,D
1699,2016-09-17,Quilmes,Independiente,A
1700,2016-09-18,Sarmiento Junin,Newells Old Boys,D
1701,2016-09-18,Atl. Tucuman,Estudiantes L.P.,D
1702,2016-09-18,Temperley,Arsenal Sarandi,D
1703,2016-09-18,Belgrano,Olimpo Bahia Blanca,D
1704,2016-09-18,Godoy Cruz,Boca Juniors,D
1705,2016-09-18,River Plate,San Martin S.J.,H
1706,2016-09-19,Racing Club,Defensa y Justicia,H
1707,2016-09-19,Tigre,Huracan,D
1708,2016-09-20,Gimnasia L.P.,Atl. Rafaela,H
1709,2016-09-24,Olimpo Bahia Blanca,Godoy Cruz,D
1710,2016-09-24,Newells Old Boys,Atl. Tucuman,H
1711,2016-09-24,Atl. Rafaela,Rosario Central,A
1712,2016-09-24,Velez Sarsfield,Racing Club,D
1713,2016-09-25,Independiente,Tigre,H
1714,2016-09-25,Huracan,Sarmiento Junin,H
1715,2016-09-25,Estudiantes L.P.,Temperley,H
1716,2016-09-25,Union de Santa Fe,Belgrano,H
1717,2016-09-25,Talleres Cordoba,Banfield,H
1718,2016-09-25,Patronato,San Lorenzo,D
1719,2016-09-25,Boca Juniors,Quilmes,H
1720,2016-09-25,Lanus,Aldosivi,H
1721,2016-09-26,Defensa y Justicia,River Plate,D
1722,2016-09-26,Arsenal Sarandi,Gimnasia L.P.,D
1723,2016-09-27,San Martin S.J.,Colon Santa FE,D
1724,2016-09-30,Quilmes,Olimpo Bahia Blanca,D
1725,2016-01-10,Godoy Cruz,Union de Santa Fe,H
1726,2016-01-10,Rosario Central,Arsenal Sarandi,H
1727,2016-01-10,Aldosivi,Talleres Cordoba,D
1728,2016-01-10,Temperley,Newells Old Boys,D
1729,2016-01-10,Racing Club,Patronato,H
1730,2016-02-10,River Plate,Velez Sarsfield,H
1731,2016-02-10,San Lorenzo,Atl. Rafaela,H
1732,2016-02-10,Belgrano,Lanus,D
1733,2016-02-10,Gimnasia L.P.,Estudiantes L.P.,D
1734,2016-02-10,Banfield,San Martin S.J.,H
1735,2016-02-10,Colon Santa FE,Defensa y Justicia,D
1736,2016-02-10,Sarmiento Junin,Independiente,A
1737,2016-03-10,Tigre,Boca Juniors,A
1738,2016-04-10,Atl. Tucuman,Huracan,H
1739,2016-10-14,Defensa y Justicia,Banfield,H
1740,2016-10-15,Belgrano,Aldosivi,H
1741,2016-10-15,Velez Sarsfield,Colon Santa FE,D
1742,2016-10-15,Atl. Rafaela,Racing Club,A
1743,2016-10-15,Huracan,Temperley,H
1744,2016-10-15,Estudiantes L.P.,Rosario Central,D
1745,2016-10-15,San Martin S.J.,Talleres Cordoba,D
1746,2016-10-16,Independiente,Atl. Tucuman,H
1747,2016-10-16,Lanus,Godoy Cruz,H
1748,2016-10-16,Boca Juniors,Sarmiento Junin,H
1749,2016-10-16,Olimpo Bahia Blanca,Tigre,D
1750,2016-10-16,Newells Old Boys,Gimnasia L.P.,H
1751,2016-10-16,Arsenal Sarandi,San Lorenzo,A
1752,2016-10-17,Patronato,River Plate,A
1753,2016-10-18,Union de Santa Fe,Quilmes,H
1754,2016-10-21,Sarmiento Junin,Olimpo Bahia Blanca,D
1755,2016-10-22,Talleres Cordoba,Defensa y Justicia,D
1756,2016-10-22,Quilmes,Lanus,A
1757,2016-10-22,Godoy Cruz,Belgrano,D
1758,2016-10-22,Temperley,Independiente,A
1759,2016-10-22,Colon Santa FE,Patronato,D
1760,2016-10-22,Racing Club,Arsenal Sarandi,H
1761,2016-10-23,River Plate,Atl. Rafaela,H
1762,2016-10-23,Gimnasia L.P.,Huracan,H
1763,2016-10-23,Banfield,Velez Sarsfield,H
1764,2016-10-23,Rosario Central,Newells Old Boys,H
1765,2016-10-23,Tigre,Union de Santa Fe,H
1766,2016-10-23,San Lorenzo,Estudiantes L.P.,H
1767,2016-10-24,Atl. Tucuman,Boca Juniors,D
1768,2016-10-25,Aldosivi,San Martin S.J.,H
1769,2016-10-28,Olimpo Bahia Blanca,Atl. Tucuman,D
1770,2016-10-29,Patronato,Banfield,D
1771,2016-10-29,Velez Sarsfield,Talleres Cordoba,D
1772,2016-10-29,Belgrano,Quilmes,H
1773,2016-10-29,Boca Juniors,Temperley,H
1774,2016-10-29,Independiente,Gimnasia L.P.,H
1775,2016-10-29,Huracan,Rosario Central,D
1776,2016-10-30,Estudiantes L.P.,Racing Club,H
1777,2016-10-30,Lanus,Tigre,H
1778,2016-10-30,Godoy Cruz,Aldosivi,H
1779,2016-10-30,Newells Old Boys,San Lorenzo,H
1780,2016-10-30,Atl. Rafaela,Colon Santa FE,H
1781,2016-10-30,Arsenal Sarandi,River Plate,A
1782,2016-10-31,Defensa y Justicia,San Martin S.J.,H
1783,2016-01-11,Union de Santa Fe,Sarmiento Junin,H
1784,2016-05-11,Temperley,Olimpo Bahia Blanca,D
1785,2016-05-11,Quilmes,Godoy Cruz,D
1786,2016-05-11,River Plate,Estudiantes L.P.,D
1787,2016-05-11,Sarmiento Junin,Lanus,A
1788,2016-05-11,Colon Santa FE,Arsenal Sarandi,H
1789,2016-05-11,Racing Club,Newells Old Boys,H
1790,2016-05-11,San Martin S.J.,Velez Sarsfield,H
1791,2016-06-11,Banfield,Atl. Rafaela,H
1792,2016-06-11,San Lorenzo,Huracan,H
1793,2016-06-11,Tigre,Belgrano,H
1794,2016-06-11,Talleres Cordoba,Patronato,H
1795,2016-06-11,Rosario Central,Independiente,D
1796,2016-06-11,Gimnasia L.P.,Boca Juniors,A
1797,2016-07-11,Aldosivi,Defensa y Justicia,D
1798,2016-09-11,Atl. Tucuman,Union de Santa Fe,H
1799,2016-11-13,Velez Sarsfield,Defensa y Justicia,D
1800,2016-11-19,Arsenal Sarandi,Banfield,D
1801,2016-11-19,Estudiantes L.P.,Colon Santa FE,H
1802,2016-11-19,Godoy Cruz,Tigre,D
1803,2016-11-19,Lanus,Atl. Tucuman,H
1804,2016-11-19,Union de Santa Fe,Temperley,H
1805,2016-11-19,Huracan,Racing Club,D
1806,2016-11-20,Belgrano,Sarmiento Junin,H
1807,2016-11-20,Independiente,San Lorenzo,H
1808,2016-11-20,Quilmes,Aldosivi,H
1809,2016-11-20,Boca Juniors,Rosario Central,H
1810,2016-11-20,Atl. Rafaela,Talleres Cordoba,D
1811,2016-11-20,Newells Old Boys,River Plate,D
1812,2016-11-21,Olimpo Bahia Blanca,Gimnasia L.P.,D
1813,2016-11-22,Patronato,San Martin S.J.,H
1814,2016-11-25,Temperley,Lanus,A
1815,2016-11-26,Talleres Cordoba,Arsenal Sarandi,H
1816,2016-11-26,Colon Santa FE,Newells Old Boys,D
1817,2016-11-26,Tigre,Quilmes,H
1818,2016-11-26,Banfield,Estudiantes L.P.,D
1819,2016-11-26,Atl. Tucuman,Belgrano,H
1820,2016-11-26,Rosario Central,Olimpo Bahia Blanca,D
1821,2016-11-27,Aldosivi,Velez Sarsfield,D
1822,2016-11-27,River Plate,Huracan,H
1823,2016-11-27,Sarmiento Junin,Godoy Cruz,D
1824,2016-11-27,San Lorenzo,Boca Juniors,D
1825,2016-11-27,Racing Club,Independiente,D
1826,2016-11-28,Defensa y Justicia,Patronato,H
1827,2016-11-28,Gimnasia L.P.,Union de Santa Fe,D
1828,2016-11-29,San Martin S.J.,Atl. Rafaela,H
1829,2016-03-12,Quilmes,Sarmiento Junin,D
1830,2016-03-12,Huracan,Colon Santa FE,D
1831,2016-03-12,Atl. Rafaela,Defensa y Justicia,D
1832,2016-03-12,Newells Old Boys,Banfield,H
1833,2016-03-12,Tigre,Aldosivi,H
1834,2016-03-12,Godoy Cruz,Atl. Tucuman,D
1835,2016-03-12,Olimpo Bahia Blanca,San Lorenzo,D
1836,2016-04-12,Estudiantes L.P.,Talleres Cordoba,H
1837,2016-04-12,Union de Santa Fe,Rosario Central,D
1838,2016-04-12,Boca Juniors,Racing Club,H
1839,2016-04-12,Patronato,Velez Sarsfield,H
1840,2016-04-12,Belgrano,Temperley,H
1841,2016-04-12,Independiente,River Plate,H
1842,2016-05-12,Arsenal Sarandi,San Martin S.J.,D
1843,2016-06-12,Lanus,Gimnasia L.P.,H
1844,2016-09-12,Aldosivi,Patronato,D
1845,2016-09-12,Sarmiento Junin,Tigre,D
1846,2016-10-12,Temperley,Godoy Cruz,D
1847,2016-10-12,San Lorenzo,Union de Santa Fe,H
1848,2016-10-12,Talleres Cordoba,Newells Old Boys,H
1849,2016-10-12,Velez Sarsfield,Atl. Rafaela,H
1850,2016-10-12,Gimnasia L.P.,Belgrano,H
1851,2016-10-12,Racing Club,Olimpo Bahia Blanca,H
1852,2016-11-12,River Plate,Boca Juniors,D
1853,2016-11-12,Banfield,Huracan,H
1854,2016-11-12,San Martin S.J.,Estudiantes L.P.,A
1855,2016-11-12,Colon Santa FE,Independiente,D
1856,2016-11-12,Rosario Central,Lanus,A
1857,2016-12-12,Atl. Tucuman,Quilmes,H
1858,2016-12-13,Defensa y Justicia,Arsenal Sarandi,H
1859,2016-12-16,Huracan,Talleres Cordoba,D
1860,2016-12-17,Godoy Cruz,Gimnasia L.P.,D
1861,2016-12-17,Estudiantes L.P.,Defensa y Justicia,H
1862,2016-12-17,Sarmiento Junin,Aldosivi,H
1863,2016-12-17,Union de Santa Fe,Racing Club,D
1864,2016-12-17,Atl. Rafaela,Patronato,H
1865,2016-12-17,Independiente,Banfield,H
1866,2016-12-18,Belgrano,Rosario Central,H
1867,2016-12-18,Lanus,San Lorenzo,H
1868,2016-12-18,Arsenal Sarandi,Velez Sarsfield,D
1869,2016-12-18,Boca Juniors,Colon Santa FE,H
1870,2016-12-18,Newells Old Boys,San Martin S.J.,H
1871,2016-12-18,Olimpo Bahia Blanca,River Plate,D
1872,2016-12-19,Quilmes,Temperley,D
1873,2016-12-20,Tigre,Atl. Tucuman,H
1874,2017-10-03,Velez Sarsfield,Estudiantes L.P.,D
1875,2017-11-03,Patronato,Arsenal Sarandi,H
1876,2017-11-03,Defensa y Justicia,Newells Old Boys,D
1877,2017-11-03,San Lorenzo,Belgrano,H
1878,2017-11-03,Banfield,Boca Juniors,A
1879,2017-11-03,San Martin S.J.,Huracan,H
1880,2017-12-03,Gimnasia L.P.,Quilmes,H
1881,2017-12-03,Racing Club,Lanus,H
1882,2017-12-03,Temperley,Tigre,D
1883,2017-12-03,River Plate,Union de Santa Fe,H
1884,2017-12-03,Rosario Central,Godoy Cruz,H
1885,2017-03-13,Atl. Tucuman,Sarmiento Junin,H
1886,2017-03-13,Aldosivi,Atl. Rafaela,D
1887,2017-03-14,Colon Santa FE,Olimpo Bahia Blanca,H
1888,2017-03-18,Quilmes,Rosario Central,A
1889,2017-03-18,Union de Santa Fe,Colon Santa FE,H
1890,2017-03-18,Newells Old Boys,Velez Sarsfield,H
1891,2017-03-18,Tigre,Gimnasia L.P.,H
1892,2017-03-18,Independiente,San Martin S.J.,H
1893,2017-03-18,Huracan,Defensa y Justicia,D
1894,2017-03-19,Belgrano,Racing Club,D
1895,2017-03-19,Sarmiento Junin,Temperley,H
1896,2017-03-19,Estudiantes L.P.,Patronato,H
1897,2017-03-19,Godoy Cruz,San Lorenzo,D
1898,2017-03-19,Olimpo Bahia Blanca,Banfield,D
1899,2017-03-19,Boca Juniors,Talleres Cordoba,H
1900,2017-03-20,Arsenal Sarandi,Atl. Rafaela,D
1901,2017-03-21,Atl. Tucuman,Aldosivi,H
1902,2017-03-22,Lanus,River Plate,D
1903,2017-03-25,Patronato,Newells Old Boys,D
1904,2017-03-25,Banfield,Union de Santa Fe,H
1905,2017-03-25,Rosario Central,Tigre,H
1906,2017-03-25,San Lorenzo,Quilmes,H
1907,2017-03-25,Gimnasia L.P.,Sarmiento Junin,H
1908,2017-03-25,Racing Club,Godoy Cruz,H
1909,2017-03-25,Atl. Rafaela,Estudiantes L.P.,D
1910,2017-03-26,Colon Santa FE,Lanus,D
1911,2017-03-26,San Martin S.J.,Boca Juniors,A
1912,2017-03-26,River Plate,Belgrano,H
1913,2017-03-26,Temperley,Atl. Tucuman,D
1914,2017-03-27,Aldosivi,Arsenal Sarandi,H
1915,2017-03-27,Velez Sarsfield,Huracan,H
1916,2017-03-28,Talleres Cordoba,Olimpo Bahia Blanca,H
1917,2017-01-04,Atl. Tucuman,Gimnasia L.P.,H
1918,2017-01-04,Independiente,Velez Sarsfield,H
1919,2017-01-04,Newells Old Boys,Atl. Rafaela,H
1920,2017-01-04,Temperley,Aldosivi,D
1921,2017-01-04,Quilmes,Racing Club,A
1922,2017-01-04,Belgrano,Colon Santa FE,H
1923,2017-02-04,Boca Juniors,Defensa y Justicia,H
1924,2017-02-04,Estudiantes L.P.,Arsenal Sarandi,H
1925,2017-02-04,Lanus,Banfield,H
1926,2017-02-04,Sarmiento Junin,Rosario Central,D
1927,2017-02-04,Tigre,San Lorenzo,D
1928,2017-02-04,Huracan,Patronato,H
1929,2017-03-04,Godoy Cruz,River Plate,A
1930,2017-03-04,Olimpo Bahia Blanca,San Martin S.J.,H
1931,2017-04-04,Union de Santa Fe,Talleres Cordoba,D
1932,2017-07-04,Aldosivi,Estudiantes L.P.,D
1933,2017-08-04,Colon Santa FE,Godoy Cruz,H
1934,2017-08-04,Rosario Central,Atl. Tucuman,H
1935,2017-08-04,Arsenal Sarandi,Newells Old Boys,A
1936,2017-08-04,San Lorenzo,Sarmiento Junin,H
1937,2017-08-04,Atl. Rafaela,Huracan,H
1938,2017-08-04,Talleres Cordoba,Lanus,D
1939,2017-09-04,Banfield,Belgrano,H
1940,2017-09-04,Patronato,Independiente,D
1941,2017-09-04,San Martin S.J.,Union de Santa Fe,D
1942,2017-09-04,River Plate,Quilmes,H
1943,2017-10-04,Velez Sarsfield,Boca Juniors,A
1944,2017-10-04,Defensa y Justicia,Olimpo Bahia Blanca,H
1945,2017-11-04,Gimnasia L.P.,Temperley,H
1946,2017-04-14,Huracan,Arsenal Sarandi,H
1947,2017-04-15,Lanus,San Martin S.J.,H
1948,2017-04-15,Newells Old Boys,Estudiantes L.P.,H
1949,2017-04-15,Belgrano,Talleres Cordoba,D
1950,2017-04-15,Independiente,Atl. Rafaela,H
1951,2017-04-15,Olimpo Bahia Blanca,Velez Sarsfield,D
1952,2017-04-16,Sarmiento Junin,Racing Club,A
1953,2017-04-16,Godoy Cruz,Banfield,D
1954,2017-04-16,Atl. Tucuman,San Lorenzo,D
1955,2017-04-16,Boca Juniors,Patronato,H
1956,2017-04-16,Quilmes,Colon Santa FE,D
1957,2017-04-17,Tigre,River Plate,A
1958,2017-04-17,Union de Santa Fe,Defensa y Justicia,D
1959,2017-04-17,Temperley,Rosario Central,D
1960,2017-04-18,Gimnasia L.P.,Aldosivi,H
1961,2017-04-19,Racing Club,Tigre,H
1962,2017-04-20,Talleres Cordoba,Independiente,D
1963,2017-04-22,San Lorenzo,Temperley,H
1964,2017-04-22,Aldosivi,Newells Old Boys,D
1965,2017-04-22,Racing Club,Atl. Tucuman,H
1966,2017-04-22,Banfield,Quilmes,H
1967,2017-04-22,Defensa y Justicia,Lanus,H
1968,2017-04-22,Velez Sarsfield,Union de Santa Fe,D
1969,2017-04-23,Rosario Central,Gimnasia L.P.,H
1970,2017-04-23,Estudiantes L.P.,Huracan,H
1971,2017-04-23,Atl. Rafaela,Boca Juniors,A
1972,2017-04-23,San Martin S.J.,Belgrano,D
1973,2017-04-23,River Plate,Sarmiento Junin,H
1974,2017-04-23,Talleres Cordoba,Godoy Cruz,H
1975,2017-04-24,Arsenal Sarandi,Independiente,A
1976,2017-04-24,Patronato,Olimpo Bahia Blanca,H
1977,2017-04-25,Colon Santa FE,Tigre,H
1978,2017-04-28,Quilmes,Talleres Cordoba,D
1979,2017-04-29,Independiente,Estudiantes L.P.,H
1980,2017-04-29,Gimnasia L.P.,San Lorenzo,H
1981,2017-04-29,Huracan,Newells Old Boys,D
1982,2017-04-29,Sarmiento Junin,Colon Santa FE,D
1983,2017-04-29,Tigre,Banfield,D
1984,2017-04-30,Temperley,Racing Club,A
1985,2017-04-30,Union de Santa Fe,Patronato,H
1986,2017-04-30,Godoy Cruz,San Martin S.J.,H
1987,2017-04-30,Rosario Central,Aldosivi,H
1988,2017-04-30,Boca Juniors,Arsenal Sarandi,H
1989,2017-04-30,Olimpo Bahia Blanca,Atl. Rafaela,D
1990,2017-02-05,Belgrano,Defensa y Justicia,D
1991,2017-03-05,Lanus,Velez Sarsfield,H
1992,2017-06-05,San Martin S.J.,Quilmes,H
1993,2017-06-05,Talleres Cordoba,Tigre,H
1994,2017-06-05,Patronato,Lanus,A
1995,2017-06-05,Racing Club,Gimnasia L.P.,H
1996,2017-06-05,Atl. Rafaela,Union de Santa Fe,H
1997,2017-07-05,Estudiantes L.P.,Boca Juniors,D
1998,2017-07-05,River Plate,Temperley,H
1999,2017-07-05,Aldosivi,Huracan,D
2000,2017-07-05,Defensa y Justicia,Godoy Cruz,H
2001,2017-07-05,San Lorenzo,Rosario Central,H
2002,2017-08-05,Colon Santa FE,Atl. Tucuman,H
2003,2017-08-05,Newells Old Boys,Independiente,D
2004,2017-09-05,Banfield,Sarmiento Junin,H
2005,2017-09-05,Velez Sarsfield,Belgrano,H
2006,2017-05-13,San Martin S.J.,Godoy Cruz,D
2007,2017-05-13,Estudiantes L.P.,Gimnasia L.P.,H
2008,2017-05-13,Talleres Cordoba,Belgrano,H
2009,2017-05-13,Banfield,Lanus,D
2010,2017-05-13,Atl. Rafaela,Atl. Tucuman,H
2011,2017-05-13,Huracan,San Lorenzo,D
2012,2017-05-13,Olimpo Bahia Blanca,Aldosivi,H
2013,2017-05-14,Colon Santa FE,Union de Santa Fe,H
2014,2017-05-14,Newells Old Boys,Rosario Central,D
2015,2017-05-14,Boca Juniors,River Plate,H
2016,2017-05-14,Independiente,Racing Club,H
2017,2017-05-14,Patronato,Sarmiento Junin,H
2018,2017-05-15,Arsenal Sarandi,Temperley,D
2019,2017-05-15,Defensa y Justicia,Quilmes,H
2020,2017-05-16,Velez Sarsfield,Tigre,H
2021,2017-05-20,Atl. Tucuman,Banfield,D
