,Date,Home,Away
2177,2017-01-10,San Martin S.J.,Rosario Central
2178,2017-01-10,Independiente,Velez Sarsfield
2179,2017-01-10,Boca Juniors,Chacarita Juniors
2180,2017-02-10,Tigre,River Plate
2181,2017-02-10,Banfield,Arsenal Sarandi
2182,2017-03-10,Newells Old Boys,Godoy Cruz
2183,2017-08-10,Argentinos Jrs,Chacarita Juniors
2184,2017-10-13,Lanus,Union de Santa Fe
2185,2017-10-14,San Lorenzo,Defensa y Justicia
2186,2017-10-14,Colon Santa FE,Temperley
2187,2017-10-14,Rosario Central,Argentinos Jrs
2188,2017-10-14,Estudiantes L.P.,Banfield
2189,2017-10-14,Velez Sarsfield,Newells Old Boys
2190,2017-10-15,Racing Club,Tigre
2191,2017-10-15,Chacarita Juniors,Independiente
2192,2017-10-15,Godoy Cruz,Gimnasia L.P.
2193,2017-10-15,Belgrano,Talleres Cordoba
2194,2017-10-15,River Plate,Atl. Tucuman
2195,2017-10-16,Patronato,Boca Juniors
2196,2017-10-16,Olimpo Bahia Blanca,Huracan
2197,2017-10-17,Arsenal Sarandi,San Martin S.J.
2198,2017-10-27,Banfield,Colon Santa FE
2199,2017-10-28,Argentinos Jrs,Arsenal Sarandi
2200,2017-10-28,Huracan,Lanus
2201,2017-10-28,Union de Santa Fe,Godoy Cruz
2202,2017-10-28,San Martin S.J.,Estudiantes L.P.
2203,2017-10-28,Atl. Tucuman,Racing Club
2204,2017-10-29,Talleres Cordoba,River Plate
2205,2017-10-29,Newells Old Boys,Chacarita Juniors
2206,2017-10-29,Gimnasia L.P.,Velez Sarsfield
2207,2017-10-29,Temperley,San Lorenzo
2208,2017-10-29,Boca Juniors,Belgrano
2209,2017-10-29,Independiente,Patronato
2210,2017-10-30,Defensa y Justicia,Olimpo Bahia Blanca
2211,2017-10-31,Tigre,Rosario Central
2212,2017-03-11,Chacarita Juniors,Gimnasia L.P.
2213,2017-04-11,Godoy Cruz,Huracan
2214,2017-04-11,Colon Santa FE,San Martin S.J.
2215,2017-04-11,Lanus,Olimpo Bahia Blanca
2216,2017-04-11,San Lorenzo,Banfield
2217,2017-04-11,Rosario Central,Atl. Tucuman
2218,2017-05-11,Racing Club,Talleres Cordoba
2219,2017-05-11,Temperley,Defensa y Justicia
2220,2017-05-11,Belgrano,Independiente
2221,2017-05-11,Estudiantes L.P.,Argentinos Jrs
2222,2017-05-11,River Plate,Boca Juniors
2223,2017-06-11,Arsenal Sarandi,Tigre
2224,2017-06-11,Patronato,Newells Old Boys
2225,2017-07-11,Velez Sarsfield,Union de Santa Fe
2226,2017-11-17,Argentinos Jrs,Colon Santa FE
2227,2017-11-17,Atl. Tucuman,Arsenal Sarandi
2228,2017-11-18,Newells Old Boys,Belgrano
2229,2017-11-18,Banfield,Temperley
2230,2017-11-18,Defensa y Justicia,Lanus
2231,2017-11-18,San Martin S.J.,San Lorenzo
2232,2017-11-19,Independiente,River Plate
2233,2017-11-19,Tigre,Estudiantes L.P.
2234,2017-11-19,Union de Santa Fe,Chacarita Juniors
2235,2017-11-19,Boca Juniors,Racing Club
2236,2017-11-20,Talleres Cordoba,Rosario Central
2237,2017-11-20,Gimnasia L.P.,Patronato
2238,2017-11-20,Olimpo Bahia Blanca,Godoy Cruz
2239,2017-11-21,Huracan,Velez Sarsfield
2240,2017-11-22,River Plate,Union de Santa Fe
2241,2017-11-23,Velez Sarsfield,Godoy Cruz
2242,2017-11-24,Banfield,Defensa y Justicia
2243,2017-11-24,Chacarita Juniors,Huracan
2244,2017-11-25,Colon Santa FE,Tigre
2245,2017-11-25,Belgrano,Gimnasia L.P.
2246,2017-11-25,Patronato,Union de Santa Fe
2247,2017-11-25,San Lorenzo,Argentinos Jrs
2248,2017-11-26,Racing Club,Independiente
2249,2017-11-26,Estudiantes L.P.,Atl. Tucuman
2250,2017-11-26,River Plate,Newells Old Boys
2251,2017-11-27,Rosario Central,Boca Juniors
2252,2017-11-27,Arsenal Sarandi,Talleres Cordoba
2253,2017-11-27,Velez Sarsfield,Olimpo Bahia Blanca
2254,2017-11-28,Temperley,San Martin S.J.
2255,2017-11-30,San Lorenzo,Atl. Tucuman
2256,2017-01-12,Union de Santa Fe,Belgrano
2257,2017-01-12,Defensa y Justicia,Godoy Cruz
2258,2017-02-12,Huracan,Patronato
2259,2017-02-12,Argentinos Jrs,Temperley
2260,2017-02-12,Olimpo Bahia Blanca,Chacarita Juniors
2261,2017-03-12,Newells Old Boys,Racing Club
2262,2017-03-12,Talleres Cordoba,Estudiantes L.P.
2263,2017-03-12,Tigre,San Lorenzo
2264,2017-03-12,Boca Juniors,Arsenal Sarandi
2265,2017-04-12,Gimnasia L.P.,River Plate
2266,2017-04-12,Lanus,Velez Sarsfield
2267,2017-04-12,Atl. Tucuman,Colon Santa FE
2268,2017-05-12,San Martin S.J.,Banfield
2269,2017-08-12,Temperley,Tigre
2270,2017-08-12,Patronato,Olimpo Bahia Blanca
2271,2017-09-12,Belgrano,Huracan
2272,2017-09-12,Banfield,Argentinos Jrs
2273,2017-10-12,Arsenal Sarandi,Independiente
2274,2017-10-12,Rosario Central,Newells Old Boys
2275,2017-10-12,Colon Santa FE,Talleres Cordoba
2276,2017-10-12,Racing Club,Gimnasia L.P.
2277,2017-11-12,Estudiantes L.P.,Boca Juniors
2278,2017-11-12,San Martin S.J.,Defensa y Justicia
2279,2017-12-12,Chacarita Juniors,Lanus
2280,2018-01-25,Independiente,Rosario Central
2281,2018-01-26,Godoy Cruz,Chacarita Juniors
2282,2018-01-26,Tigre,Banfield
2283,2018-01-27,Talleres Cordoba,San Lorenzo
2284,2018-01-27,Defensa y Justicia,Velez Sarsfield
2285,2018-01-27,Newells Old Boys,Arsenal Sarandi
2286,2018-01-27,Lanus,Patronato
2287,2018-01-28,Boca Juniors,Colon Santa FE
2288,2018-01-28,Argentinos Jrs,San Martin S.J.
2289,2018-01-28,Olimpo Bahia Blanca,Belgrano
2290,2018-01-28,Huracan,River Plate
2291,2018-01-29,Union de Santa Fe,Racing Club
2292,2018-01-29,Atl. Tucuman,Temperley
2293,2018-01-29,Gimnasia L.P.,Rosario Central
2294,2018-01-30,Independiente,Estudiantes L.P.
2295,2018-02-02,Argentinos Jrs,Defensa y Justicia
2296,2018-02-02,Patronato,Godoy Cruz
2297,2018-03-02,Belgrano,Lanus
2298,2018-03-02,Banfield,Atl. Tucuman
2299,2018-03-02,Rosario Central,Union de Santa Fe
2300,2018-03-02,Colon Santa FE,Independiente
2301,2018-04-02,River Plate,Olimpo Bahia Blanca
2302,2018-04-02,Arsenal Sarandi,Gimnasia L.P.
2303,2018-04-02,Estudiantes L.P.,Newells Old Boys
2304,2018-04-02,San Lorenzo,Boca Juniors
2305,2018-05-02,Racing Club,Huracan
2306,2018-05-02,Chacarita Juniors,Velez Sarsfield
2307,2018-05-02,Temperley,Talleres Cordoba
2308,2018-06-02,San Martin S.J.,Tigre
2309,2018-08-02,Godoy Cruz,Lanus
2310,2018-09-02,Defensa y Justicia,Chacarita Juniors
2311,2018-09-02,Union de Santa Fe,Arsenal Sarandi
2312,2018-10-02,Newells Old Boys,Colon Santa FE
2313,2018-10-02,Gimnasia L.P.,Estudiantes L.P.
2314,2018-10-02,Velez Sarsfield,Patronato
2315,2018-10-02,Olimpo Bahia Blanca,Racing Club
2316,2018-11-02,Godoy Cruz,Belgrano
2317,2018-11-02,Talleres Cordoba,Banfield
2318,2018-11-02,Boca Juniors,Temperley
2319,2018-12-02,Lanus,River Plate
2320,2018-12-02,Atl. Tucuman,San Martin S.J.
2321,2018-12-02,Tigre,Argentinos Jrs
2322,2018-02-13,Huracan,Rosario Central
2323,2018-02-16,Estudiantes L.P.,Union de Santa Fe
2324,2018-02-16,Racing Club,Lanus
2325,2018-02-17,Belgrano,Velez Sarsfield
2326,2018-02-17,Argentinos Jrs,Atl. Tucuman
2327,2018-02-17,San Lorenzo,Newells Old Boys
2328,2018-02-17,Temperley,Independiente
2329,2018-02-18,Rosario Central,Olimpo Bahia Blanca
2330,2018-02-18,Arsenal Sarandi,Huracan
2331,2018-02-18,San Martin S.J.,Talleres Cordoba
2332,2018-02-18,River Plate,Godoy Cruz
2333,2018-02-19,Banfield,Boca Juniors
2334,2018-02-19,Patronato,Chacarita Juniors
2335,2018-02-19,Tigre,Defensa y Justicia
2336,2018-02-20,Colon Santa FE,Gimnasia L.P.
2337,2018-02-23,Huracan,Estudiantes L.P.
2338,2018-02-23,Olimpo Bahia Blanca,Arsenal Sarandi
2339,2018-02-24,Godoy Cruz,Racing Club
2340,2018-02-24,Defensa y Justicia,Patronato
2341,2018-02-24,Lanus,Rosario Central
2342,2018-02-24,Velez Sarsfield,River Plate
2343,2018-02-25,Atl. Tucuman,Tigre
2344,2018-02-25,Chacarita Juniors,Belgrano
2345,2018-02-25,Independiente,Banfield
2346,2018-02-25,Boca Juniors,San Martin S.J.
2347,2018-02-25,Union de Santa Fe,Colon Santa FE
2348,2018-02-26,Newells Old Boys,Temperley
2349,2018-02-26,Talleres Cordoba,Argentinos Jrs
2350,2018-02-27,Gimnasia L.P.,San Lorenzo
2351,2018-02-03,Arsenal Sarandi,Lanus
2352,2018-02-03,Belgrano,Patronato
2353,2018-03-03,Colon Santa FE,Huracan
2354,2018-03-03,San Lorenzo,Union de Santa Fe
2355,2018-03-03,Tigre,Talleres Cordoba
2356,2018-03-03,Rosario Central,Godoy Cruz
2357,2018-04-03,Temperley,Gimnasia L.P.
2358,2018-04-03,Atl. Tucuman,Defensa y Justicia
2359,2018-04-03,Banfield,Newells Old Boys
2360,2018-04-03,River Plate,Chacarita Juniors
2361,2018-05-03,Racing Club,Velez Sarsfield
2362,2018-05-03,Estudiantes L.P.,Olimpo Bahia Blanca
2363,2018-05-03,San Martin S.J.,Independiente
2364,2018-06-03,Argentinos Jrs,Boca Juniors
2365,2018-09-03,Gimnasia L.P.,Banfield
2366,2018-09-03,Godoy Cruz,Arsenal Sarandi
2367,2018-10-03,Talleres Cordoba,Atl. Tucuman
2368,2018-10-03,Chacarita Juniors,Racing Club
2369,2018-10-03,Olimpo Bahia Blanca,Colon Santa FE
2370,2018-10-03,Boca Juniors,Tigre
2371,2018-11-03,Patronato,River Plate
2372,2018-11-03,Huracan,San Lorenzo
2373,2018-11-03,Lanus,Estudiantes L.P.
2374,2018-11-03,Velez Sarsfield,Rosario Central
2375,2018-12-03,Independiente,Argentinos Jrs
2376,2018-12-03,Defensa y Justicia,Belgrano
2377,2018-12-03,Union de Santa Fe,Temperley
2378,2018-03-13,Newells Old Boys,San Martin S.J.
2379,2018-03-16,Rosario Central,Chacarita Juniors
2380,2018-03-17,Colon Santa FE,Lanus
2381,2018-03-17,Argentinos Jrs,Newells Old Boys
2382,2018-03-17,Temperley,Huracan
2383,2018-03-17,San Martin S.J.,Gimnasia L.P.
2384,2018-03-17,San Lorenzo,Olimpo Bahia Blanca
2385,2018-03-17,Talleres Cordoba,Defensa y Justicia
2386,2018-03-18,Racing Club,Patronato
2387,2018-03-18,Arsenal Sarandi,Velez Sarsfield
2388,2018-03-18,Estudiantes L.P.,Godoy Cruz
2389,2018-03-18,Atl. Tucuman,Boca Juniors
2390,2018-03-18,River Plate,Belgrano
2391,2018-03-19,Banfield,Union de Santa Fe
2392,2018-03-20,Tigre,Independiente
2393,2018-03-30,Huracan,Banfield
2394,2018-03-31,Belgrano,Racing Club
2395,2018-03-31,Newells Old Boys,Tigre
2396,2018-03-31,Velez Sarsfield,Estudiantes L.P.
2397,2018-03-31,Gimnasia L.P.,Argentinos Jrs
2398,2018-03-31,Union de Santa Fe,San Martin S.J.
2399,2018-01-04,Independiente,Atl. Tucuman
2400,2018-01-04,Defensa y Justicia,River Plate
2401,2018-01-04,Chacarita Juniors,Arsenal Sarandi
2402,2018-01-04,Patronato,Rosario Central
2403,2018-01-04,Boca Juniors,Talleres Cordoba
2404,2018-02-04,Lanus,San Lorenzo
2405,2018-02-04,Olimpo Bahia Blanca,Temperley
2406,2018-03-04,Godoy Cruz,Colon Santa FE
2407,2018-05-04,Independiente,San Lorenzo
2408,2018-06-04,Tigre,Gimnasia L.P.
2409,2018-07-04,Argentinos Jrs,Union de Santa Fe
2410,2018-07-04,Rosario Central,Belgrano
2411,2018-07-04,Temperley,Lanus
2412,2018-07-04,Banfield,Olimpo Bahia Blanca
2413,2018-08-04,Boca Juniors,Defensa y Justicia
2414,2018-08-04,San Lorenzo,Godoy Cruz
2415,2018-08-04,San Martin S.J.,Huracan
2416,2018-08-04,Atl. Tucuman,Newells Old Boys
2417,2018-08-04,Talleres Cordoba,Independiente
2418,2018-09-04,Racing Club,River Plate
2419,2018-09-04,Arsenal Sarandi,Patronato
2420,2018-10-04,Estudiantes L.P.,Chacarita Juniors
2421,2018-04-13,Gimnasia L.P.,Atl. Tucuman
2422,2018-04-14,Huracan,Argentinos Jrs
2423,2018-04-14,Godoy Cruz,Temperley
2424,2018-04-14,Olimpo Bahia Blanca,San Martin S.J.
2425,2018-04-14,Lanus,Banfield
2426,2018-04-14,Belgrano,Arsenal Sarandi
2427,2018-04-15,Defensa y Justicia,Racing Club
2428,2018-04-15,Union de Santa Fe,Tigre
2429,2018-04-15,Patronato,Estudiantes L.P.
2430,2018-04-15,Chacarita Juniors,Colon Santa FE
2431,2018-04-15,River Plate,Rosario Central
2432,2018-04-16,Independiente,Boca Juniors
2433,2018-04-16,Newells Old Boys,Talleres Cordoba
2434,2018-04-17,Velez Sarsfield,San Lorenzo
2435,2018-04-20,Argentinos Jrs,Olimpo Bahia Blanca
2436,2018-04-21,Estudiantes L.P.,Belgrano
2437,2018-04-21,San Martin S.J.,Lanus
2438,2018-04-21,Temperley,Velez Sarsfield
2439,2018-04-21,Talleres Cordoba,Gimnasia L.P.
2440,2018-04-21,Banfield,Godoy Cruz
2441,2018-04-22,San Lorenzo,Chacarita Juniors
2442,2018-04-22,Tigre,Huracan
2443,2018-04-22,Rosario Central,Racing Club
2444,2018-04-22,Atl. Tucuman,Union de Santa Fe
2445,2018-04-22,Arsenal Sarandi,River Plate
2446,2018-04-23,Boca Juniors,Newells Old Boys
2447,2018-04-23,Colon Santa FE,Patronato
2448,2018-04-24,Independiente,Defensa y Justicia
2449,2018-04-27,Chacarita Juniors,Temperley
2450,2018-04-28,Godoy Cruz,San Martin S.J.
2451,2018-04-28,Defensa y Justicia,Rosario Central
2452,2018-04-28,Velez Sarsfield,Banfield
2453,2018-04-28,Newells Old Boys,Independiente
2454,2018-04-28,Lanus,Argentinos Jrs
2455,2018-04-29,Huracan,Atl. Tucuman
2456,2018-04-29,Patronato,San Lorenzo
2457,2018-04-29,Belgrano,Colon Santa FE
2458,2018-04-30,Union de Santa Fe,Talleres Cordoba
2459,2018-01-05,Olimpo Bahia Blanca,Tigre
2460,2018-04-05,San Martin S.J.,Velez Sarsfield
2461,2018-05-05,San Lorenzo,Belgrano
2462,2018-05-05,Argentinos Jrs,Godoy Cruz
2463,2018-05-05,Arsenal Sarandi,Rosario Central
2464,2018-05-05,Newells Old Boys,Defensa y Justicia
2465,2018-05-05,Talleres Cordoba,Huracan
2466,2018-06-05,Atl. Tucuman,Olimpo Bahia Blanca
2467,2018-06-05,Temperley,Patronato
2468,2018-06-05,Independiente,Gimnasia L.P.
2469,2018-06-05,Tigre,Lanus
2470,2018-06-05,Boca Juniors,Union de Santa Fe
2471,2018-07-05,Estudiantes L.P.,Racing Club
2472,2018-07-05,Banfield,Chacarita Juniors
2473,2018-08-05,Colon Santa FE,River Plate
2474,2018-09-05,Racing Club,Arsenal Sarandi
2475,2018-09-05,Gimnasia L.P.,Boca Juniors
2476,2018-10-05,Colon Santa FE,Velez Sarsfield
2477,2018-11-05,River Plate,Estudiantes L.P.
2478,2018-11-05,Chacarita Juniors,San Martin S.J.
2479,2018-12-05,Lanus,Atl. Tucuman
2480,2018-12-05,Huracan,Boca Juniors
2481,2018-12-05,Patronato,Banfield
2482,2018-12-05,Defensa y Justicia,Arsenal Sarandi
2483,2018-12-05,Olimpo Bahia Blanca,Talleres Cordoba
2484,2018-12-05,Union de Santa Fe,Independiente
2485,2018-05-13,Belgrano,Temperley
2486,2018-05-13,Godoy Cruz,Tigre
2487,2018-05-14,Velez Sarsfield,Argentinos Jrs
2488,2018-05-14,Racing Club,Colon Santa FE
2489,2018-05-14,Rosario Central,Estudiantes L.P.
2490,2018-05-15,Gimnasia L.P.,Newells Old Boys
2491,2018-05-15,River Plate,San Lorenzo
2492,2018-10-08,Velez Sarsfield,Newells Old Boys
2493,2018-11-08,Tigre,San Lorenzo
2494,2018-11-08,Gimnasia L.P.,Argentinos Jrs
2495,2018-11-08,Union de Santa Fe,Aldosivi
2496,2018-11-08,Patronato,Colon Santa FE
2497,2018-12-08,Belgrano,San Martin S.J.
2498,2018-12-08,Boca Juniors,Talleres Cordoba
2499,2018-12-08,Godoy Cruz,Estudiantes L.P.
2500,2018-12-08,Lanus,Defensa y Justicia
2501,2018-12-08,Rosario Central,Banfield
2502,2018-08-13,Huracan,River Plate
2503,2018-08-14,Atl. Tucuman,Racing Club
2504,2018-08-17,Talleres Cordoba,Rosario Central
2505,2018-08-18,Newells Old Boys,Independiente
2506,2018-08-18,Defensa y Justicia,Atl. Tucuman
2507,2018-08-18,Banfield,Gimnasia L.P.
2508,2018-08-18,Argentinos Jrs,Godoy Cruz
2509,2018-08-19,River Plate,Belgrano
2510,2018-08-19,San Martin S.J.,Patronato
2511,2018-08-19,Colon Santa FE,Tigre
2512,2018-08-19,Aldosivi,Huracan
2513,2018-08-19,San Lorenzo,Lanus
2514,2018-08-20,Racing Club,Velez Sarsfield
2515,2018-08-20,Estudiantes L.P.,Boca Juniors
2516,2018-08-20,San Martin T.,Union de Santa Fe
2517,2018-08-24,Belgrano,Estudiantes L.P.
2518,2018-08-24,Patronato,Racing Club
2519,2018-08-25,Atl. Tucuman,Colon Santa FE
2520,2018-08-25,Independiente,Defensa y Justicia
2521,2018-08-25,Gimnasia L.P.,Talleres Cordoba
2522,2018-08-25,Tigre,San Martin S.J.
2523,2018-08-26,River Plate,Argentinos Jrs
2524,2018-08-26,Velez Sarsfield,Banfield
2525,2018-08-26,Lanus,Aldosivi
2526,2018-08-26,Rosario Central,San Martin T.
2527,2018-08-27,Huracan,Boca Juniors
2528,2018-08-27,Godoy Cruz,Newells Old Boys
2529,2018-08-28,Union de Santa Fe,San Lorenzo
2530,2018-08-31,Argentinos Jrs,Lanus
2531,2018-01-09,San Martin S.J.,Huracan
2532,2018-01-09,Defensa y Justicia,Belgrano
2533,2018-01-09,Banfield,Patronato
2534,2018-01-09,Talleres Cordoba,Godoy Cruz
2535,2018-02-09,San Lorenzo,River Plate
2536,2018-02-09,Racing Club,Rosario Central
2537,2018-02-09,Estudiantes L.P.,Independiente
2538,2018-02-09,Aldosivi,Tigre
2539,2018-02-09,Colon Santa FE,Union de Santa Fe
2540,2018-03-09,Boca Juniors,Velez Sarsfield
2541,2018-03-09,Newells Old Boys,Atl. Tucuman
2542,2018-04-09,San Martin T.,Gimnasia L.P.
2543,2018-09-14,Estudiantes L.P.,Aldosivi
2544,2018-09-15,Atl. Tucuman,Tigre
2545,2018-09-15,Independiente,Colon Santa FE
2546,2018-09-15,River Plate,San Martin S.J.
2547,2018-09-15,Belgrano,Newells Old Boys
2548,2018-09-16,Argentinos Jrs,Boca Juniors
2549,2018-09-16,Patronato,Gimnasia L.P.
2550,2018-09-16,Velez Sarsfield,San Martin T.
2551,2018-09-16,Union de Santa Fe,Talleres Cordoba
2552,2018-09-16,Lanus,Racing Club
2553,2018-09-17,Godoy Cruz,San Lorenzo
2554,2018-09-17,Huracan,Banfield
2555,2018-09-18,Rosario Central,Defensa y Justicia
2556,2018-09-21,San Lorenzo,Patronato
2557,2018-09-22,Colon Santa FE,Godoy Cruz
2558,2018-09-22,Newells Old Boys,Lanus
2559,2018-09-22,Talleres Cordoba,Velez Sarsfield
2560,2018-09-23,Banfield,Independiente
2561,2018-09-23,San Martin T.,Argentinos Jrs
2562,2018-09-23,Tigre,Huracan
2563,2018-09-23,Gimnasia L.P.,Rosario Central
2564,2018-09-23,San Martin S.J.,Atl. Tucuman
2565,2018-09-23,Boca Juniors,River Plate
2566,2018-09-24,Aldosivi,Belgrano
2567,2018-09-25,Racing Club,Union de Santa Fe
2568,2018-09-28,Independiente,Tigre
2569,2018-09-29,Lanus,River Plate
2570,2018-09-30,Argentinos Jrs,Racing Club
2571,2018-09-30,Patronato,Talleres Cordoba
2572,2018-09-30,Union de Santa Fe,Gimnasia L.P.
2573,2018-09-30,Belgrano,Huracan
2574,2018-01-10,Boca Juniors,Colon Santa FE
2575,2018-01-10,Godoy Cruz,Defensa y Justicia
2576,2018-02-10,San Martin T.,Banfield
2577,2018-02-10,Velez Sarsfield,Aldosivi
2578,2018-06-10,Aldosivi,San Martin T.
2579,2018-06-10,Gimnasia L.P.,Godoy Cruz
2580,2018-06-10,San Martin S.J.,Velez Sarsfield
2581,2018-07-10,Patronato,Independiente
2582,2018-07-10,Banfield,San Lorenzo
2583,2018-07-10,Atl. Tucuman,Lanus
2584,2018-07-10,Rosario Central,Union de Santa Fe
2585,2018-07-10,Talleres Cordoba,Belgrano
2586,2018-07-10,Racing Club,Boca Juniors
2587,2018-08-10,Tigre,Estudiantes L.P.
2588,2018-09-10,Colon Santa FE,Newells Old Boys
2589,2018-10-19,Defensa y Justicia,Talleres Cordoba
2590,2018-10-19,Velez Sarsfield,Gimnasia L.P.
2591,2018-10-20,Colon Santa FE,River Plate
2592,2018-10-20,Godoy Cruz,Aldosivi
2593,2018-10-20,Lanus,Patronato
2594,2018-10-20,Boca Juniors,Rosario Central
2595,2018-10-21,Newells Old Boys,Tigre
2596,2018-10-21,Estudiantes L.P.,Atl. Tucuman
2597,2018-10-21,Argentinos Jrs,Union de Santa Fe
2598,2018-10-21,Independiente,Huracan
2599,2018-10-22,San Martin T.,Racing Club
2600,2018-10-22,Belgrano,Banfield
2601,2018-10-23,San Lorenzo,San Martin S.J.
2602,2018-10-24,Estudiantes L.P.,Newells Old Boys
2603,2018-10-26,Tigre,Lanus
2604,2018-10-27,Huracan,Colon Santa FE
2605,2018-10-27,River Plate,Aldosivi
2606,2018-10-27,Gimnasia L.P.,Boca Juniors
2607,2018-10-28,Talleres Cordoba,San Martin T.
2608,2018-10-28,Union de Santa Fe,Godoy Cruz
2609,2018-10-28,Racing Club,San Lorenzo
2610,2018-10-28,Patronato,Rosario Central
2611,2018-10-28,Velez Sarsfield,Belgrano
2612,2018-10-28,Banfield,Estudiantes L.P.
2613,2018-10-28,Atl. Tucuman,Independiente
2614,2018-10-29,Newells Old Boys,Argentinos Jrs
2615,2018-10-30,San Martin S.J.,Defensa y Justicia
2616,2018-02-11,Belgrano,Gimnasia L.P.
2617,2018-03-11,Union de Santa Fe,Patronato
2618,2018-03-11,Aldosivi,Banfield
2619,2018-03-11,Godoy Cruz,Atl. Tucuman
2620,2018-03-11,Estudiantes L.P.,River Plate
2621,2018-03-11,Boca Juniors,Tigre
2622,2018-04-11,Argentinos Jrs,Independiente
2623,2018-04-11,Rosario Central,Colon Santa FE
2624,2018-04-11,San Lorenzo,Talleres Cordoba
2625,2018-04-11,Racing Club,Newells Old Boys
2626,2018-04-11,San Martin T.,San Martin S.J.
2627,2018-05-11,Defensa y Justicia,Velez Sarsfield
2628,2018-06-11,Lanus,Huracan
2629,2018-07-11,Independiente,San Martin T.
2630,2018-09-11,Talleres Cordoba,Aldosivi
2631,2018-10-11,Atl. Tucuman,Rosario Central
2632,2018-10-11,Colon Santa FE,Estudiantes L.P.
2633,2018-11-11,Independiente,Belgrano
2634,2018-11-11,Gimnasia L.P.,Racing Club
2635,2018-11-11,Banfield,Lanus
2636,2018-12-11,Tigre,Argentinos Jrs
2637,2018-12-11,Huracan,Godoy Cruz
2638,2018-12-11,Newells Old Boys,Defensa y Justicia
2639,2018-11-13,Patronato,San Martin T.
2640,2018-11-13,Velez Sarsfield,San Lorenzo
2641,2018-11-17,Boca Juniors,Patronato
2642,2018-11-18,San Lorenzo,Atl. Tucuman
2643,2018-11-18,Defensa y Justicia,Estudiantes L.P.
2644,2018-11-21,Gimnasia L.P.,San Martin S.J.
2645,2018-11-23,Belgrano,Atl. Tucuman
2646,2018-11-24,Argentinos Jrs,Talleres Cordoba
2647,2018-11-24,Rosario Central,Estudiantes L.P.
2648,2018-11-25,Union de Santa Fe,Velez Sarsfield
2649,2018-11-25,Aldosivi,Newells Old Boys
2650,2018-11-25,San Martin T.,Colon Santa FE
2651,2018-11-26,Racing Club,Banfield
2652,2018-11-26,Defensa y Justicia,Tigre
2653,2018-11-27,Lanus,Independiente
2654,2018-11-28,Rosario Central,San Martin S.J.
2655,2018-11-30,Colon Santa FE,Belgrano
2656,2018-01-12,Newells Old Boys,Patronato
2657,2018-01-12,Estudiantes L.P.,Lanus
2658,2018-01-12,Atl. Tucuman,San Martin T.
2659,2018-02-12,Banfield,Argentinos Jrs
2660,2018-02-12,Aldosivi,San Lorenzo
2661,2018-02-12,Independiente,Boca Juniors
2662,2018-03-12,River Plate,Gimnasia L.P.
2663,2018-03-12,Tigre,Godoy Cruz
2664,2018-03-12,San Martin S.J.,Union de Santa Fe
2665,2018-03-12,Velez Sarsfield,Rosario Central
2666,2018-04-12,Huracan,Defensa y Justicia
2667,2018-04-12,Talleres Cordoba,Racing Club
2668,2018-08-12,San Martin T.,Newells Old Boys
2669,2018-08-12,San Lorenzo,Estudiantes L.P.
2670,2018-08-12,Union de Santa Fe,Banfield
2671,2018-08-12,Defensa y Justicia,Colon Santa FE
2672,2018-08-12,Lanus,Talleres Cordoba
2673,2018-09-12,Godoy Cruz,Independiente
2674,2018-09-12,Argentinos Jrs,Aldosivi
2675,2018-09-12,Gimnasia L.P.,Huracan
2676,2018-10-12,Racing Club,San Martin S.J.
2677,2018-10-12,Patronato,Velez Sarsfield
2678,2018-11-12,Belgrano,Tigre
2679,2019-01-19,River Plate,Defensa y Justicia
2680,2019-01-20,San Lorenzo,Huracan
2681,2019-01-24,River Plate,Union de Santa Fe
2682,2019-01-25,Banfield,San Martin S.J.
2683,2019-01-25,Godoy Cruz,Lanus
2684,2019-01-26,Defensa y Justicia,San Lorenzo
2685,2019-01-26,Huracan,Rosario Central
2686,2019-01-26,Tigre,San Martin T.
2687,2019-01-26,Atl. Tucuman,Gimnasia L.P.
2688,2019-01-27,Aldosivi,Racing Club
2689,2019-01-27,Belgrano,Union de Santa Fe
2690,2019-01-27,Independiente,Talleres Cordoba
2691,2019-01-27,River Plate,Patronato
2692,2019-01-28,Newells Old Boys,Boca Juniors
2693,2019-01-28,Colon Santa FE,Argentinos Jrs
2694,2019-01-29,Estudiantes L.P.,Velez Sarsfield
2695,2019-01-31,Godoy Cruz,River Plate
2696,2019-01-02,San Martin S.J.,Boca Juniors
2697,2019-01-02,Gimnasia L.P.,Tigre
2698,2019-02-02,San Martin T.,Defensa y Justicia
2699,2019-02-02,Talleres Cordoba,Banfield
2700,2019-02-02,San Lorenzo,Independiente
2701,2019-02-02,Argentinos Jrs,Belgrano
2702,2019-02-02,Lanus,Colon Santa FE
2703,2019-03-02,Rosario Central,Aldosivi
2704,2019-03-02,Boca Juniors,Godoy Cruz
2705,2019-03-02,Union de Santa Fe,Newells Old Boys
2706,2019-03-02,Racing Club,Huracan
2707,2019-04-02,Velez Sarsfield,River Plate
2708,2019-04-02,Patronato,Atl. Tucuman
2709,2019-05-02,San Martin S.J.,Estudiantes L.P.
2710,2019-08-02,Tigre,Banfield
2711,2019-09-02,Huracan,Velez Sarsfield
2712,2019-09-02,Lanus,Gimnasia L.P.
2713,2019-09-02,Estudiantes L.P.,Patronato
2714,2019-09-02,Atl. Tucuman,Talleres Cordoba
